"Section Name","Short Title","Min Cred","Max Cred","BLDG","ROOM","DAYS","Start Time","End Time","Faculty Name","Avail Status","Prerequisites","Coreq","Notes","Location","Seats Available","Seat Capacity"
"ENG-102-13","WRITING II","3.00000","0.00000","DELA","106","TTH","4:00 PM,","5:15 PM,","Hall, Joseph","Open","","","","MC","7","20"
"ENG-102-14","WRITING II","3.00000","0.00000","PLAS","014","MW","5:30 PM,","6:45 PM,","Colton, Adam","Open","","","","MC","4","20"
"ENG-102-15","WRITING II","3.00000","0.00000","PLAS","307","TTH","5:30 PM,","6:45 PM,","Heaney, Brendan","Clsd","","","","MC","0","20"
"ENG-102-16","WRITING II","3.00000","0.00000","PLAS","307","TTH","7:00 PM,","8:15 PM,","Heaney, Brendan","Open","","","","MC","9","20"
"ENG-204-01","ENGLISH LITERATURE II","3.00000","0.00000","PLASPLAS","307307","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Matz, Lauren","Clsd","","","","MC","0","25"
"ENG-213-01","POPULAR LIT.","3.00000","0.00000","PLASPLAS","007007","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Smith, Caitlin","Open","","","","MC","1","20"
"ENG-213-02","POPULAR LIT.","3.00000","0.00000","PLASPLAS","007007","MWFM","2:30 PM,1:10 PM","3:20 PM,3:40 PM","Smith, Caitlin","Clsd","","","","MC","0","20"
"ENG-221-01","AMERICAN LITERATURE II","3.00000","0.00000","PLASPLAS","010010","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Harris, Kaplan","Clsd","","","","MC","0","25"
"ENG-221-02","AMERICAN LITERATURE II","3.00000","0.00000","PLASPLAS","010010","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Harris, Kaplan","Open","","","","MC","1","25"
"ENG-250-01","ADV ORAL & WRITTEN COMM.","3.00000","0.00000","PLASPLAS","014014","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","King, Matt","Open","CLAR 111","","","MC","1","16"
"ENG-260-01","PROFESSIONAL COMMUNICATION","3.00000","0.00000","MUPBMUPB","102102","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Smyczek, Jeremy","Clsd","CLAR-111","","","MC","0","16"
"ENG-260-02","PROFESSIONAL COMMUNICATION","3.00000","0.00000","MUPBMUPB","102102","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Smyczek, Jeremy","Open","CLAR-111","","","MC","1","16"
"ENG-275-01","RHETORICAL CRITICISM & THEORY","3.00000","0.00000","MUPB","102","TTH","4:00 PM,","5:15 PM,","Smyczek, Jeremy","Open","","","","MC","3","16"
"ENG-328-55","SMALL PRESS PUBLISHING & EDIT","3.00000","0.00000","","","","","","Harris, Kaplan","Clsd","","","","MC","-1","0"
"ENG-329-01","BOOK HISTORY","3.00000","0.00000","MUPBMUPB","104104","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Matz, Lauren","Clsd","","","","MC","0","16"
"ENG-350-01","CREATIVE WRITING:NARRATIVE II","3.00000","0.00000","PLASPLAS","121121","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Hall, Joseph","Open","","","","MC","7","16"
"ENG-351-01","CREATIVE WRITING: POETRY II","3.00000","0.00000","PLASPLAS","121121","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Hall, Joseph","Open","","","","MC","9","16"
"ENG-380-01","WORLD LITERATURE","3.00000","0.00000","PLASPLAS","201201","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Harris, Kaplan","Open","","","","MC","1","25"
"ENG-423-01","SHAKESPEARE I","3.00000","0.00000","PLASPLAS","005005","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Ellis, Daniel","Open","","","","MC","2","25"
"ENG-491-01","ENGLISH INTERNSHIP","1.00000","3.00000","","","","","","Smyczek, Jeremy","Open","","","","MC","19","20"
"ENG-498A-01","SENIOR PORTFOLIO","0.00000","0.00000","","","",",",",","King, Matt","Open","","","","MC","14","20"
"ENG-COMPS-UG","COMPREHENSIVES UG","0.00000","0.00000","","","",",",",","Matz, Lauren","Open","","","","MC","20","20"
"ENV-242FE-01","SP TOP:FILM & THE ENVIRONMENT","3.00000","0.00000","DELA","123","M","6:00 PM,","9:00 PM,","Vogel, Kevin","Open","","","","MC","2","16"
"ENV-320-01","ENVIRONMENTAL LAW & POLICY","3.00000","0.00000","DELA","212","TTH","5:30 PM,","6:45 PM,","Abraham, Gary","Open","","","","MC","4","16"
"ENV-401A-01","SENIOR CAPSTONE PROJECT","1.00000","0.00000","DELADELA","316316","WW","4:00 PM,10:35 AM","5:00 PM,1:05 PM","Altman, Karie","Open","","","","MC","2","8"
"FIN-210-01","MONEY MANAGEMENT SEMINAR","1.00000","0.00000","SWAN","101","MW","4:00 PM,","5:15 PM,","Mahar, James","Open","","","CROSSLISTED WITH FIN 410 01, FIN 420 01 & MBA 630 F1F01","MC","12","20"
"FIN-301-01","CORPORATION FINANCE","3.00000","0.00000","SWANSWAN","101101","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Amira, Khaled","Clsd","ECO 101, ACCT 201 & QMX 211","","","MC","0","30"
"FIN-301-02","CORPORATION FINANCE","3.00000","0.00000","SWANSWAN","101101","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Amira, Khaled","Clsd","ECO 101, ACCT 201 & QMX 211","","","MC","-2","30"
"FIN-301-03","CORPORATION FINANCE","3.00000","0.00000","SWANSWAN","101101","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Amira, Khaled","Clsd","ECO 101, ACCT 201 & QMX 211","","","MC","-1","30"
"FIN-322-01","FINANCIAL INST. & MARKETS","3.00000","0.00000","SWANSWAN","101101","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Tripathi, Janhavi Shankar","Open","FIN 321","","","MC","1","30"
"FIN-322-02","FINANCIAL INST. & MARKETS","3.00000","0.00000","SWANSWAN","101101","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Tripathi, Janhavi Shankar","Open","FIN 321","","","MC","11","30"
"FIN-402-01","PROBLEMS IN FINANCE","3.00000","0.00000","SWANSWAN","109109","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Mahar, James","Open","FIN 401","","","MC","6","48"
"FIN-402-55","PROBLEMS IN FINANCE","3.00000","0.00000","","","","","","Mahar, James","Open","FIN 401","","","MC","34","35"
"FIN-410-01","STUDENT INVESTMENT FUND","3.00000","0.00000","SWAN","101","MW","4:00 PM,","5:15 PM,","Mahar, James","Open","FIN 301","","CROSSLISTED WITH FIN 210 01, FIN 420 01, & MBA 630 F1F01","MC","3","20"
"FIN-420-01","STUDENT INVESTMENT FUND II","3.00000","0.00000","SWAN","101","MW","4:00 PM,","5:15 PM,","Mahar, James","Open","FIN 410 ","","CROSSLISTED WITH FIN 210 01, FIN 410 01, & MBA 630 F1F01","MC","14","20"
"FIN-421-01","INVESTMENTS","3.00000","0.00000","SWANMUPB","209AUD","TTHM","10:00 AM,3:45 PM","11:15 AM,6:15 PM","Gallagher, Michael","Clsd","FIN 301","","","MC","0","25"
"FIN-421-02","INVESTMENTS","3.00000","0.00000","SWANMUPB","209AUD","TTHM","11:30 AM,3:45 PM","12:45 PM,6:15 PM","Gallagher, Michael","Clsd","FIN 301","","","MC","0","25"
"FIN-499L-71H01","GLOBAL BUS TRAVEL SEM LONDON","3.00000","0.00000","","","","","","Amira, Khaled","Open","","","This course introduces students to London as a transcendent center of global business, where you will meet business leaders, tour the boardrooms and trading floors of leading firms, and be immersed in British business culture.  Includes 3 in-person meetings on campus and an a travel component during the spring break:  Feb 25 - March 3 2024","MC","13","15"
"FREN-102-01","ELEM. FRENCH II","3.00000","0.00000","PLASPLAS","009009","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Imhoff, Guy","Open","FREN 101","","","MC","13","22"
"FREN-202-01","INTERMED FRENCH II","3.00000","0.00000","WALSWALS","201201","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Imhoff, Guy","Open","FREN 201","","","MC","2","25"
"FREN-202-55","INTERMED FRENCH II","3.00000","0.00000","","","","","","Imhoff, Guy","Clsd","FREN 201","","","MC","-1","0"
"FRES-101-01","ENCOURAGING ACADEMIC SUCCESS","0.00000","0.00000","PLAS","121","W","1:30 PM,","2:20 PM,","Oberholzer, Zanre","Clsd","","","","MC","-4","0"
"FRES-101-02","ENCOURAGING ACADEMIC SUCCESS","0.00000","0.00000","PLAS","121","W","2:30 PM,","3:20 PM,","Oberholzer, Zanre","Clsd","","","","MC","-4","0"
"HEOP-SS04-01","SEMINAR (0 CRED EQ)","0.00000","0.00000","PLAS","013","W","12:30 PM,","1:20 PM,","Eddy, Brooke","Clsd","","","","MC","-21","0"
"HIST-102-01","EUROPE SINCE 1815","3.00000","0.00000","PLASPLAS","005005","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Henning, Lori","Clsd","","","","MC","0","30"
"HIST-102-02","EUROPE SINCE 1815","3.00000","0.00000","PLASPLAS","014014","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Henning, Lori","Open","","","","MC","1","30"
"HIST-202-01","U.S. HISTORY SINCE 1865","3.00000","0.00000","PLASPLAS","005005","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Pitt, Steven","Clsd","","","","MC","0","30"
"HIST-202-02","U.S. HISTORY SINCE 1865","3.00000","0.00000","PLASPLAS","005005","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Pitt, Steven","Clsd","","","","MC","0","30"
"HIST-202-03","U.S. HISTORY SINCE 1865","3.00000","0.00000","PLASPLAS","201201","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Payne, Phillip","Clsd","","","","MC","0","30"
"HIST-251-01","WORLD HISTORY SINCE 1450","3.00000","0.00000","PLASPLAS","013013","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Dalton, William","Clsd","","","","MC","-1","30"
"HIST-251-02","WORLD HISTORY SINCE 1450","3.00000","0.00000","PLASPLAS","201201","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Dalton, William","Clsd","","","","MC","0","30"
"HIST-327-01","FRENCH REVOLUTION/NAPOLEON","3.00000","0.00000","PLASPLAS","306306","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Henning, Lori","Open","INTENSIVE COURSE HISTORY MAJORS ONLY","","","MC","5","20"
"HIST-394C-01","WOMEN IN EAST ASIA","3.00000","0.00000","PLASPLAS","013013","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Dalton, William","Clsd","","","crosslisted with WS 366 01 ","MC","-2","10"
"HIST-394W-01","SP TOP:HISTORY THROUGH FILM","3.00000","0.00000","PLASPLAS","011011","WM","2:30 PM,1:10 PM","5:00 PM,3:40 PM","Dalton, William","Open","","","crosslisted with IS 350 01 ","MC","1","11"
"HIST-419-01","DIGITAL HIST & ARCHIVAL PRAC","3.00000","0.00000","LIBRLIBR","LABLAB","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Payne, Phillip","Open","","","","MC","7","20"
"HIST-450-01","PIRACY DURING THE AGE OF SAIL","3.00000","0.00000","LIBRLIBR","LWRSEMRMLWRSEMRM","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Pitt, Steven","Clsd","","","","MC","0","20"
"HIST-492A-01","VIETNAM (AHRP)","3.00000","0.00000","PLAS","219","T","4:30 PM,","7:00 PM,","Henning, Lori","Open","","","","MC","8","20"
"HIST-494S-01"," EMPIRES IN WORLD HISTORY","3.00000","0.00000","PLASPLAS","008008","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Pitt, Steven","Open","","","","MC","7","20"
"HON-102-01","FRESHMAN HONORS SEMINAR II","0.00000","0.00000","WALS","G21","TH","7:30 PM","8:30 PM","Simpson, Scott","Open","","","course meets 1st Thursday of the month only ","MC","61","150"
"HON-299AA-01","BODY IN SCIENCE, THEO & CULT","3.00000","0.00000","DELA","020","TTH","4:30 PM,","5:45 PM,","Foerst, Anne","Open","","","","MC","8","15"
"HON-299E-01","SP TOP: PSYCHOPATH/CINEMA","3.00000","0.00000","DELA","123","T","6:00 PM,","8:30 PM,","Vogel, Stephanie","Clsd","","","","MC","-1","14"
"HON-299P-01","MEDIA & PUBLIC OPINION","3.00000","0.00000","PLAS","014","TTH","6:00 PM,","7:15 PM,","Gross, Benjamin","Open","","","","MC","1","15"
"HON-300-01","HONORS EXPERIENCE","0.00000","0.00000","","","","","","Simpson, Scott","Open","","","","MC","12","15"
"HON-498-01","HP -- HONORS PROJECT","1.00000","3.00000","","","","","","Simpson, Scott","Open","","","","MC","15","15"
"HON-499-01","HONORS PROJECT","2.00000","0.00000","","","","","","Simpson, Scott","Open","","","","MC","1","15"
"HS-102-01","MEDICAL TERMINOLOGY","1.00000","0.00000","","","",",",",","Thomas, Monica","Clsd","","","","OL","0","30"
"HS-107-01","Health-Related Fit/Wellness","3.00000","0.00000","FRHAFRHA","106106","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Mills, Makennah","Open","","","","MC","1","30"
"HS-107-02","Health-Related Fit/Wellness","3.00000","0.00000","FRHAFRHA","106106","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Thomas, Monica","Clsd","","","","MC","-1","30"
"HS-201-01","RESEARCH METHODS IN HEALTH","3.00000","0.00000","FRHAFRHA","106106","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Allen, Jeffrey","Clsd","","","","MC","-10","30"
"HS-201-55","RESEARCH METHODS IN HEALTH","3.00000","0.00000","","","","","","Allen, Jeffrey","Clsd","","","","MC","-3","0"
"HS-314-01","EXERCISE PHYSIOLOGY","3.00000","0.00000","RECERECE","002002","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Fiske, Darryn","Open","BIO 211 & BIO 212","","","MC","13","30"
"HS-401-01","SEMINAR: CURRENT TOPICS IN HS","3.00000","0.00000","FRHAFRHA","106106","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Richards, Stephanie","Clsd","","","","MC","0","30"
"HS-413-01","INTERNSHIP","3.00000","0.00000","","","","","","Allen, Jeffrey","Clsd","Junior/Senior Status ","","","MC","-2","0"
"HSOC-401-01","HEALTH & SOCIETY SEMINAR","3.00000","0.00000","DELADELA","221221","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Benington, Joel","Open","","","","MC","5","14"
"IMP-201-01","EXPLORING INTRDIS ACROSS SBU","3.00000","0.00000","DELA","020","TTH","6:00 PM,","7:15 PM,","Foerst, Anne","Open","","","","MC","11","15"
"IMP-401-01","IM SENIOR CAPSTONE PROJECT","3.00000","0.00000","","","","","","Foerst, Anne","Clsd","","","","MC","-1","0"
"IS-350-01","WORLD CINEMA","3.00000","0.00000","PLASPLAS","011011","WM","2:30 PM,1:10 PM","5:00 PM,3:40 PM","Dalton, William","Open","","","crosslisted with HIST 394W 01","MC","1","9"
"IS-491-01","SENIOR THESIS","3.00000","0.00000","","","",",",",","Kubal, Mary Rose","Open","","","","MC","7","10"
"ITAL-102-01","ELEM. ITALIAN II","3.00000","0.00000","MUPBMUPB","103103","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Cellini, Alva","Open","ITAL 101","","","MC","8","20"
"ITAL-202-01","INTERMED ITALIAN II","3.00000","0.00000","MUPBMUPB","103103","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Cellini, Alva","Open","ITAL 201","","","MC","5","15"
"JMC-101-01","COMMUNICATION TODAY","3.00000","0.00000","MUPBMUPB","105105","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","McNall, Carole","Clsd","","","","MC","-1","30"
"JMC-110-01","PROFESSIONAL WRITING I","3.00000","0.00000","MUPB","106","TTH","8:30 AM,","9:45 AM,","Mackowski, Christopher","Open","","","","MC","1","15"
"JMC-110-55","PROFESSIONAL WRITING I","3.00000","0.00000","","","","","","Lee, Anne","Clsd","","","","MC","-1","0"
"JMC-111-01","PROFESSIONAL WRITING II","3.00000","0.00000","MUPB","106","TTH","10:00 AM,","11:15 AM,","Mackowski, Christopher","Clsd","JMC-110","","","MC","-2","15"
"JMC-111-02","PROFESSIONAL WRITING II","3.00000","0.00000","MUPBMUPB","103103","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Walker, Tara","Open","JMC-110","","","MC","1","15"
"JMC-111-03","PROFESSIONAL WRITING II","3.00000","0.00000","MUPBMUPB","104104","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Lee, Anne","Open","JMC-110","","","MC","4","15"
"JMC-111-04","PROFESSIONAL WRITING II","3.00000","0.00000","MUPBMUPB","104104","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Lee, Anne","Open","JMC-110","","","MC","3","15"
"JMC-111-05","PROFESSIONAL WRITING II","3.00000","0.00000","MUPBMUPB","106106","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Vecchio, Patrick","Open","JMC-110","","","MC","5","15"
"JMC-201-01","NEWSWRITING & REPORTING I","3.00000","0.00000","MUPB","106","TTH","4:00 PM,","5:15 PM,","Gilliland, Donald","Open","","","","MC","6","15"
"JMC-202-01","NEWSWRITING & REPORTING II","3.00000","0.00000","MUPBMUPB","106106","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Wilkins, Dennis","Open","JMC 201","","","MC","7","15"
"JMC-202-02","NEWSWRITING & REPORTING II","3.00000","0.00000","MUPBMUPB","106106","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Wilkins, Dennis","Open","JMC 201","","","MC","4","15"
"JMC-245-01","VIDEO PRODUCTION","3.00000","0.00000","MUPBMUPB","104104","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Sackett, Scott","Clsd","","","","MC","-2","15"
"JMC-263-01","SPORTS PHOTOJOURNALISM","3.00000","0.00000","MUPB","104","W","5:30 PM,","8:00 PM,","Melvin, Craig","Clsd","","","","MC","0","15"
"JMC-300-01","MEDIA LAW AND ETHICS","3.00000","0.00000","MUPBMUPB","105105","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","McNall, Carole","Clsd","JUNIORS/SENIORS","","","MC","0","25"
"JMC-340-01","BROADCAST REPORTING","3.00000","0.00000","MUPBMUPB","108108","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Bulszewicz, Anna","Open","","","","MC","12","15"
"JMC-341-01","SPORTS TV PRODUCTION I","3.00000","0.00000","MUPB","107","TH","5:30 PM,","8:00 PM,","Karnath, Erick","Open","","","CROSSLISTED WITH JMC 342 01 ","MC","3","15"
"JMC-342-01","SPORTS TV PRODUCTION II","3.00000","0.00000","MUPB","107","TH","5:30 PM,","8:00 PM,","Karnath, Erick","Open","","","CROSSLISTED WITH JMC 341 01 ","MC","3","15"
"JMC-345-01","ON-AIR ANNOUNCING","3.00000","0.00000","MUPBMUPB","108108","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Bulszewicz, Anna","Open","","","","MC","2","15"
"JMC-399-01","COMMUNICATIONS RESEARCH METH","3.00000","0.00000","MUPBMUPB","104104","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Walker, Tara","Open","","","","MC","1","20"
"JMC-401AC-01","SP TOP:MEDIA & POP CULTURE","3.00000","0.00000","","","",",",",","Lee, Richard","Clsd","","","","OL","0","20"
"JMC-401CR-55","SP TOP: COMMUNITY REPORTING","1.00000","3.00000","","","","","","Lee, Anne","Clsd","","","","MC","-1","0"
"JMC-401X-55","SP ST: NEWS 21","3.00000","0.00000","","","","","","Chimbel, Aaron","Clsd","","","","MC","-1","0"
"JMC-411-55","WRITING FOR ADVOCACY","3.00000","0.00000","","","","","","Wilkins, Dennis","Clsd","JR/SR JMC MAJORS","","","MC","-1","0"
"JMC-412-01","SPORTS COMMENTARY & ANALYSIS","3.00000","0.00000","MUPBMUPB","106106","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Wilkins, Dennis","Open","","","","MC","1","15"
"JMC-415-01","JOURNALISTS' WORKSHOP II","3.00000","0.00000","MUPBMUPB","102102","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Lee, AnneLee, Richard","Open","","","","MC","12","15"
"JMC-441-01","SEM. BROADCAST JOURNALISM II","3.00000","0.00000","MUPBMUPB","108108","MFM","9:00 AM,10:35 AM","11:20 AM,1:05 PM","Bulszewicz, Anna","Open","JMC 340","","","MC","11","15"
"JMC-442-01","POST PRODUCTION","3.00000","0.00000","MUPB","108","M","6:00 PM,","8:30 PM,","Bush, Danny","Open","","","","MC","2","15"
"JMC-470-01","INTERNET AND THE LAW","3.00000","0.00000","MUPBMUPB","105105","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","McNall, Carole","Open","","","","MC","10","20"
"JMC-482-01","WOMEN, MINORITIES & MEDIA","3.00000","0.00000","MUPB","107","T","5:30 PM,","8:00 PM,","Lee, Anne","Open","","","CROSSLISTED WITH WS 482 01","MC","2","20"
"JMC-483-01","MEDIA & DEMOCRACY","3.00000","0.00000","","","",",",",","Lee, Richard","Clsd","JUNIORS/SENIORS","","","OL","-1","20"
"JMC-499-01","COMPREHENSIVE EXPERIENCE","2.00000","0.00000","","","",",",",","Hoffmann, Pauline","Open","JMC Majors Only","","","MC","4","20"
"JMC-500-71L01","SPORTS JOURNALISM TODAY","3.00000","0.00000","","","","","","Moritz, Brian","Open","","","crosslisted with JMC 501 71L01","SBUOL","16","20"
"JMC-501-71L01","DIGITAL JOURNALISM TODAY","3.00000","0.00000","","","","","","Moritz, Brian","Open","","","CROSSLISTED WITH JMC 500 71L01","SBUOL","16","20"
"JMC-502-72L01","WRITING AND EDITING","3.00000","0.00000","","","","","","Moritz, Brian","Open","","","","SBUOL","7","15"
"JMC-503-71L01","DIGITAL REPORTING","3.00000","0.00000","","","","","","Moritz, Brian","Open","","","","SBUOL","5","15"
"JMC-504-72L01","DIGITAL STORYTELLING","3.00000","0.00000","","","","","","Matthews, Tammy","Open","","","","SBUOL","13","20"
"JMC-602-71L01","SOCIAL MEDIA STORYTELLING","3.00000","0.00000","","","","","","Matthews, Tammy","Clsd","","","","SBUOL","0","15"
"JMC-602-72L01","SOCIAL MEDIA STORYTELLING","3.00000","0.00000","","","","","","Matthews, Tammy","Open","","","","SBUOL","12","15"
"JMC-604-71L01","CODING & INTERACTIVE STORYTEL","3.00000","0.00000","","","","","","Royal, Cindy","Open","","","","SBUOL","13","15"
"JMC-605-72L01","BUSINESS OF SPORTS MEDIA","3.00000","0.00000","","","","","","Matthews, Tammy","Open","","","","SBUOL","8","15"
"JMC-701-71L01","DIGITAL PROJECT I: RESEARCH","1.00000","0.00000","","","","","","Moritz, Brian","Open","","","","SBUOL","9","15"
"JMC-702-72L01","DIGITAL PROJECT II: REPORTING","1.00000","0.00000","","","","","","Moritz, Brian","Open","","","","SBUOL","10","15"
"JMC-703-71L01","DIGITAL PROJECT III: PRESENT","1.00000","0.00000","","","","","","Moritz, Brian","Open","","","","SBUOL","6","15"
"LAT-102-01","ELEMENTARY LATIN","3.00000","0.00000","PLASPLAS","010010","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Caliva Smart, Kathryn","Open","LAT 101","","","MC","12","15"
"LAT-202-01","INTRO. LAT. AUTHORS OF EMPIRE","3.00000","0.00000","PLASPLAS","009009","MWFM","2:30 PM,1:10 PM","3:20 PM,3:40 PM","Caliva Smart, Kathryn","Open","LAT 201","","","MC","11","20"
"LEAD-620-72L01","GLOBAL LEADERSHIP","3.00000","0.00000","","","","","","Adelakun, Ola","Open","","","","SBUOL","12","20"
"LEAD-631-72L01","ETHICAL LEADERSHIP &INCLUSION","3.00000","0.00000","","","","","","Walker, Tara","Open","","","","SBUOL","18","20"
"LEAD-640-71L01","LEADING CHANGE","3.00000","0.00000","","","","","","Hoffman, Michael","Open","","","","SBUOL","9","20"
"LEAD-655-72L01","PROJECT IN STRAT LEADERSHIP","2.00000","0.00000","","","","","","DeSimone, Kimberly","Open","","","","SBUOL","17","20"
"LEAD-660-72L01","LEADERSHIP PORTFOLIO","1.00000","0.00000","","","","","","DeSimone, Kimberly","Open","","","","SBUOL","17","20"
"MATH-107-01","INTRODUCTION TO STATISTICS","3.00000","0.00000","DELADELA","117117","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Kwiatkowski, Sally","Clsd","","","","MC","0","25"
"MATH-107-02","INTRODUCTION TO STATISTICS","3.00000","0.00000","DELADELA","106106","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Mobley, Timothy","Clsd","","","","MC","0","25"
"MATH-107-03","INTRODUCTION TO STATISTICS","3.00000","0.00000","DELADELA","024024","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Mobley, Timothy","Clsd","","","","MC","-2","25"
"MATH-107-04","INTRODUCTION TO STATISTICS","3.00000","0.00000","DELADELA","106106","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Cashing, Douglas","Clsd","","","","MC","0","28"
"MATH-112-01","MATH FOR ELEM EDUC II","3.00000","0.00000","DELADELA","106106","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Cox, Maureen","Open","MATH 111","","","MC","3","25"
"MATH-112-02","MATH FOR ELEM EDUC II","3.00000","0.00000","DELADELA","117117","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Cox, Maureen","Clsd","MATH 111","","","MC","0","25"
"MATH-122-01","CALC FOR MGT & SOC SCI","3.00000","0.00000","DELADELA","117117","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Kwiatkowski, Sally","Open","","","","MC","1","28"
"MATH-135-01","QUANTITATIVE REASONING","3.00000","0.00000","DELADELA","106106","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Hill, Christopher","Clsd","","","","MC","-1","25"
"MATH-145-01","INTRO TO MATH CONCEPTS","3.00000","0.00000","DELADELA","116116","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Mobley, Timothy","Clsd","","","","MC","0","20"
"MATH-145-02","INTRO TO MATH CONCEPTS","3.00000","0.00000","DELADELA","316316","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Klucznik, Michael","Clsd","","","","MC","-3","0"
"MATH-151-01","CALCULUS I","4.00000","0.00000","DELADELADELA","116106116","MWFTT","8:30 AM,8:30 AM,10:35 AM","9:20 AM,9:45 AM,1:05 PM","Cox, Maureen","Open","HIGH SCHOOL ALGEBRA, TRIG, ANALYTIC GEOMETRY","","","MC","7","20"
"MATH-151-02","CALCULUS I","4.00000","0.00000","DELADELADELA","116117116","MWFTM","9:30 AM,10:00 AM,10:35 AM","10:20 AM,11:15 AM,1:05 PM","Hill, Christopher","Open","HIGH SCHOOL ALGEBRA, TRIG, ANALYTIC GEOMETRY","","","MC","3","20"
"MATH-152-01","CALCULUS II","4.00000","0.00000","DELADELADELA","123123123","TTHFS","8:30 AM,8:30 AM,1:10 PM","9:45 AM,9:20 AM,3:40 PM","Klucznik, Michael","Open","MATH 151","","","MC","5","20"
"MATH-207-01","DISCRETE MATH I","3.00000","0.00000","DELADELA","024024","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Hill, Christopher","Open","","","","MC","1","25"
"MATH-211-01","GEOMETRY FOR ELEM EDUC","3.00000","0.00000","DELADELA","316316","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Mobley, Timothy","Open","MATH 112","","","MC","14","20"
